employee_id,age,years_at_company,monthly_salary,performance_score,overtime_hours,training_hours,projects_completed,absenteeism_days,bonus_pct,engagement_score,department,job_level,education,gender,marital_status,attrition_risk,salary_age_ratio,workload_index,loyalty_tier
223,44,8,9373,3,1,25,5,2,16.1,9.2,Investment Banking,Junior,Other,Male,Married,0,213.02,3.4,Established
224,52,22,13023,3,9,11,2,4,5.3,5.9,Audit,Junior,PhD,Female,Single,0,250.44,4.8,Veteran
225,51,18,7983,5,3,42,11,1,27.2,5.5,Investment Banking,Lead,PhD,Male,Married,0,156.53,7.8,Veteran
226,56,8,10006,3,4,50,18,4,19.4,3.6,Finance,Mid,PhD,Female,Single,0,178.68,12.4,Established
227,28,2,4724,3,5,62,6,2,14.3,3.7,Treasury,Mid,Bachelors,Male,Single,0,168.71,5.6,New
228,37,20,6838,4,3,48,10,4,24.4,8.2,Finance,Senior,Masters,Male,Married,0,184.81,7.2,Veteran
229,47,8,10086,5,0,26,17,2,13.5,5.0,Finance,Senior,Other,Male,Married,0,214.6,10.2,Established
230,23,27,10547,3,2,8,11,7,16.8,2.5,Audit,Lead,PhD,Non-binary,Single,0,458.57,7.4,Veteran
231,22,29,7118,4,8,38,19,3,0.1,1.9,Finance,Lead,Other,Male,Divorced,1,323.55,14.6,Veteran
232,33,13,7785,4,8,64,17,2,11.0,5.3,Risk,Mid,Bachelors,Male,Divorced,0,235.91,13.4,Veteran
233,26,18,3446,4,2,70,4,2,4.2,5.2,Investment Banking,Mid,Bachelors,Female,Single,0,132.54,3.2,Veteran
234,58,6,6928,2,4,70,14,3,20.7,6.9,Treasury,Lead,Other,Female,Married,0,119.45,10.0,Established
235,53,15,10671,4,1,6,4,2,14.4,5.2,Compliance,Junior,PhD,Non-binary,Married,0,201.34,2.8,Veteran
236,30,15,9725,2,1,71,14,0,9.1,2.3,Operations,Junior,Other,Female,Single,1,324.17,8.8,Veteran
237,56,27,9501,4,0,79,4,0,14.0,5.6,Investment Banking,Junior,PhD,Male,Married,0,169.66,2.4,Veteran
238,40,0,8149,4,18,66,6,4,6.3,9.2,Audit,Junior,PhD,Non-binary,Single,0,203.72,10.8,New
239,37,3,8021,3,1,9,9,3,27.8,2.4,Treasury,Lead,Bachelors,Non-binary,Single,1,216.78,5.8,Growing
240,24,3,6019,4,2,70,12,2,1.6,7.2,Risk,Senior,Other,Non-binary,Single,0,250.79,8.0,Growing
241,41,6,10096,1,2,52,8,0,26.0,6.3,Treasury,Junior,Bachelors,Male,Married,0,246.24,5.6,Established
242,45,7,9262,4,1,56,4,3,15.3,7.7,Compliance,Lead,Masters,Male,Divorced,0,205.82,2.8,Established
243,54,16,9476,3,8,26,5,9,18.6,2.4,Audit,Junior,Bachelors,Female,Single,1,175.48,6.2,Veteran
244,45,4,6421,3,0,53,6,3,9.1,9.5,Treasury,Mid,PhD,Female,Married,0,142.69,3.6,Growing
245,32,6,2500,2,1,3,5,5,29.0,6.6,Investment Banking,Junior,Other,Female,Divorced,0,78.12,3.4,Established
246,29,27,11291,5,8,22,19,7,8.5,8.6,Risk,Lead,Masters,Non-binary,Single,0,389.34,14.6,Veteran
247,57,19,6563,2,3,47,8,4,17.7,3.2,Audit,Mid,Masters,Male,Divorced,1,115.14,6.0,Veteran
248,59,28,5411,3,9,41,9,4,29.8,7.7,Risk,Mid,Masters,Female,Married,0,91.71,9.0,Veteran
249,61,19,10080,3,6,2,15,1,26.4,8.0,Audit,Junior,Masters,Male,Divorced,0,165.25,11.4,Veteran
250,41,3,6823,4,2,2,4,2,16.1,4.6,Operations,Junior,Other,Non-binary,Divorced,0,166.41,3.2,Growing
251,56,27,11179,4,8,27,9,3,29.7,4.5,Compliance,Mid,PhD,Male,Married,1,199.62,8.6,Veteran
252,46,5,9851,2,0,62,7,4,21.0,6.9,Operations,Senior,Masters,Male,Single,0,214.15,4.2,Growing
253,56,6,10050,3,6,30,8,2,6.3,1.8,Investment Banking,Lead,PhD,Non-binary,Married,0,179.46,7.2,Established
254,46,17,3902,3,4,9,15,2,12.2,7.6,Investment Banking,Lead,Bachelors,Female,Married,0,84.83,10.6,Veteran
255,50,4,11635,3,2,48,19,0,10.0,1.4,Investment Banking,Lead,PhD,Male,Single,1,232.7,12.2,Growing
256,39,19,8783,3,7,20,15,2,10.3,2.7,Finance,Lead,Masters,Male,Single,0,225.21,11.8,Veteran
257,39,29,6892,4,16,52,5,2,22.8,7.0,Investment Banking,Lead,Bachelors,Non-binary,Married,0,176.72,9.4,Veteran
258,23,28,8430,3,34,75,19,2,17.5,1.9,Risk,Mid,Bachelors,Male,Single,1,366.52,25.0,Veteran
259,56,2,2671,3,7,53,7,4,1.1,9.7,Operations,Lead,Bachelors,Male,Single,0,47.7,7.0,New
260,37,6,9225,3,4,56,6,2,26.3,8.8,Risk,Senior,Masters,Male,Married,0,249.32,5.2,Established
261,57,26,4911,5,2,19,19,4,8.9,6.6,Audit,Senior,PhD,Non-binary,Married,0,86.16,12.2,Veteran
262,54,27,3941,5,2,48,17,3,29.9,8.4,Risk,Junior,Other,Male,Married,0,72.98,11.0,Veteran
263,25,21,3432,4,5,6,10,1,28.6,9.0,Finance,Junior,PhD,Non-binary,Married,0,137.28,8.0,Veteran
264,54,13,11338,3,3,28,19,3,28.2,3.3,Risk,Junior,Masters,Female,Divorced,0,209.96,12.6,Veteran
265,35,6,6112,2,19,47,11,6,24.3,8.6,Audit,Junior,Masters,Male,Divorced,0,174.63,14.2,Established
266,42,4,12601,3,3,12,15,4,6.6,2.8,Audit,Mid,Bachelors,Non-binary,Single,1,300.02,10.2,Growing
267,41,28,6392,3,3,2,10,2,16.0,4.7,Operations,Senior,PhD,Non-binary,Divorced,0,155.9,7.2,Veteran
268,29,21,2877,4,3,1,11,6,6.7,6.0,Investment Banking,Mid,Masters,Male,Divorced,0,99.21,7.8,Veteran
269,28,4,4650,4,14,15,3,3,7.8,7.4,Compliance,Senior,Masters,Non-binary,Divorced,0,166.07,7.4,Growing
270,24,29,11707,5,8,5,3,2,18.3,1.3,Treasury,Mid,Other,Female,Single,0,487.79,5.0,Veteran
271,38,22,7532,4,7,44,18,5,1.2,3.6,Operations,Senior,PhD,Female,Divorced,1,198.21,13.6,Veteran
272,54,1,6355,3,3,70,11,4,29.1,6.5,Finance,Junior,Bachelors,Female,Married,0,117.69,7.8,New
273,33,29,8480,4,13,4,18,2,27.6,4.2,Treasury,Senior,Bachelors,Female,Married,0,256.97,16.0,Veteran
274,43,26,9505,3,0,55,15,4,11.4,8.0,Risk,Junior,Bachelors,Non-binary,Single,0,221.05,9.0,Veteran
275,43,20,11352,2,16,70,7,2,15.5,6.9,Operations,Senior,PhD,Non-binary,Single,0,264.0,10.6,Veteran
276,51,21,12345,4,5,31,10,1,14.0,3.1,Treasury,Mid,Masters,Female,Single,0,242.06,8.0,Veteran
277,59,5,6920,1,4,48,10,3,26.5,2.3,Investment Banking,Lead,Masters,Female,Divorced,1,117.29,7.6,Growing
278,59,14,4021,3,5,12,13,2,20.7,6.7,Investment Banking,Senior,Other,Female,Single,0,68.15,9.8,Veteran
279,29,20,6759,3,8,29,15,3,8.3,5.1,Operations,Mid,Other,Female,Single,0,233.07,12.2,Veteran
280,48,9,8780,4,0,24,18,5,13.4,2.5,Investment Banking,Lead,Masters,Female,Single,0,182.92,10.8,Established
281,48,22,5108,4,16,59,4,3,12.9,3.9,Risk,Mid,Masters,Non-binary,Married,1,106.42,8.8,Veteran
282,55,25,5128,3,4,58,17,2,28.8,3.7,Audit,Lead,PhD,Female,Single,0,93.24,11.8,Veteran
283,42,23,9031,4,3,27,3,0,5.3,2.0,Operations,Junior,Other,Female,Married,0,215.02,3.0,Veteran
284,51,6,7854,3,1,57,2,2,2.7,5.9,Finance,Senior,Bachelors,Male,Married,0,154.0,1.6,Established
285,54,4,8098,3,4,19,4,2,26.4,7.9,Treasury,Mid,Bachelors,Non-binary,Single,0,149.96,4.0,Growing
286,49,0,5724,4,5,33,1,5,26.9,6.2,Treasury,Senior,Bachelors,Female,Single,0,116.82,2.6,New
287,54,12,7308,4,4,4,15,1,26.2,8.4,Treasury,Junior,Bachelors,Non-binary,Divorced,0,135.33,10.6,Veteran
288,26,20,5227,5,9,59,1,1,15.3,2.1,Operations,Junior,Masters,Male,Single,0,201.04,4.2,Veteran
289,40,25,10670,3,4,42,6,2,19.8,4.9,Risk,Senior,Masters,Male,Single,0,266.75,5.2,Veteran
290,25,17,11105,4,26,56,7,2,16.9,6.5,Operations,Mid,PhD,Female,Single,0,444.2,14.6,Veteran
291,56,12,2500,4,7,56,19,3,2.1,7.1,Operations,Mid,Bachelors,Female,Single,0,44.64,14.2,Veteran
292,38,20,5211,5,13,74,12,1,17.9,7.3,Investment Banking,Mid,Masters,Female,Single,0,137.13,12.4,Veteran
293,49,20,3510,3,0,53,1,2,0.4,7.6,Audit,Senior,Masters,Female,Single,0,71.63,0.6,Veteran
294,51,17,6049,4,4,44,7,1,9.7,6.9,Treasury,Mid,Masters,Male,Divorced,0,118.61,5.8,Veteran
295,50,4,7749,4,3,36,19,0,28.0,1.8,Risk,Mid,Bachelors,Non-binary,Divorced,1,154.98,12.6,Growing
296,27,12,3651,3,6,47,13,4,9.1,7.3,Compliance,Lead,Masters,Female,Single,0,135.22,10.2,Veteran
297,56,3,5234,3,15,53,12,2,28.2,7.5,Risk,Mid,Other,Non-binary,Divorced,0,93.46,13.2,Growing
298,58,16,4988,3,0,47,12,3,7.5,9.9,Investment Banking,Junior,Bachelors,Female,Married,0,86.0,7.2,Veteran
299,45,2,8621,4,0,5,13,4,9.4,7.2,Operations,Mid,Bachelors,Female,Divorced,0,191.58,7.8,New
300,50,16,8208,5,15,33,14,4,18.9,7.2,Finance,Senior,Other,Male,Married,0,164.16,14.4,Veteran
301,52,27,5834,4,1,62,12,6,22.8,5.6,Risk,Senior,PhD,Female,Single,0,112.19,7.6,Veteran
302,56,10,8530,4,8,77,12,3,15.0,8.8,Treasury,Mid,PhD,Female,Married,0,152.32,10.4,Established
303,54,20,6359,4,6,47,6,4,26.5,10.0,Finance,Senior,Bachelors,Female,Single,0,117.76,6.0,Veteran
304,42,19,7185,2,14,22,10,1,1.2,8.0,Compliance,Senior,Bachelors,Male,Divorced,0,171.07,11.6,Veteran
305,53,22,13020,3,1,12,9,4,27.7,6.5,Compliance,Mid,Bachelors,Non-binary,Married,0,245.66,5.8,Veteran
306,44,20,12021,3,1,46,2,5,5.9,1.7,Finance,Lead,Other,Male,Married,0,273.2,1.6,Veteran
307,54,25,4101,3,6,43,7,0,26.5,7.5,Investment Banking,Lead,Masters,Female,Married,0,75.94,6.6,Veteran
308,24,29,10489,3,23,31,9,1,12.0,7.4,Compliance,Lead,Other,Female,Single,0,437.04,14.6,Veteran
309,39,3,10434,4,4,25,12,5,25.0,8.0,Finance,Lead,Masters,Female,Single,0,267.54,8.8,Growing
310,46,1,4555,3,3,52,5,5,20.1,2.1,Operations,Junior,Masters,Non-binary,Divorced,0,99.02,4.2,New
311,52,19,10456,3,7,13,1,5,5.3,6.9,Finance,Mid,PhD,Non-binary,Divorced,0,201.08,3.4,Veteran
312,24,15,12613,3,21,51,15,3,27.5,3.7,Operations,Senior,Other,Female,Single,1,525.54,17.4,Veteran
313,61,27,4632,2,14,35,8,3,7.4,7.8,Investment Banking,Senior,Other,Female,Divorced,0,75.93,10.4,Veteran
314,45,17,5247,5,34,7,1,5,7.3,3.2,Treasury,Mid,Bachelors,Non-binary,Married,1,116.6,14.2,Veteran
315,53,7,11052,5,0,39,18,4,24.4,7.2,Treasury,Senior,Other,Male,Married,0,208.53,10.8,Established
316,43,2,8814,4,0,21,13,2,3.2,3.7,Compliance,Junior,Masters,Male,Married,1,204.98,7.8,New
317,44,8,9654,2,7,15,1,1,6.7,1.1,Audit,Lead,Masters,Non-binary,Divorced,1,219.41,3.4,Established
318,23,28,9021,4,13,59,5,3,15.1,6.7,Audit,Mid,Other,Non-binary,Married,0,392.22,8.2,Veteran
319,48,19,9172,4,2,59,18,3,24.9,2.0,Finance,Senior,PhD,Female,Married,1,191.08,11.6,Veteran
320,23,28,4020,4,2,9,16,5,4.4,6.9,Investment Banking,Junior,PhD,Non-binary,Single,0,174.78,10.4,Veteran
321,47,5,11141,2,12,24,10,5,16.4,9.3,Operations,Senior,Bachelors,Non-binary,Single,0,237.04,10.8,Growing
322,38,9,11508,4,0,30,4,4,21.3,9.7,Treasury,Junior,Bachelors,Female,Divorced,0,302.84,2.4,Established
323,61,20,7311,4,3,20,1,2,25.8,3.1,Investment Banking,Senior,Masters,Non-binary,Single,0,119.85,1.8,Veteran
324,54,9,7869,4,5,32,8,1,28.1,8.3,Treasury,Lead,Other,Female,Divorced,0,145.72,6.8,Established
325,30,12,3406,4,6,30,5,4,23.5,4.2,Treasury,Mid,Masters,Male,Divorced,0,113.53,5.4,Veteran
326,60,16,9542,3,10,20,2,2,19.6,9.1,Compliance,Lead,Masters,Male,Single,0,159.03,5.2,Veteran
327,50,8,9716,4,3,35,17,2,13.0,8.1,Treasury,Lead,Other,Male,Single,0,194.32,11.4,Established
328,47,16,7813,1,7,64,7,3,3.4,1.7,Audit,Senior,Masters,Female,Divorced,1,166.23,7.0,Veteran
329,56,23,11373,4,7,3,17,1,21.3,4.7,Risk,Lead,Masters,Male,Divorced,0,203.09,13.0,Veteran
330,46,8,6997,2,6,67,6,3,29.8,4.0,Compliance,Mid,PhD,Male,Divorced,1,152.11,6.0,Established
331,45,8,9693,3,8,3,15,3,22.1,8.1,Finance,Junior,Bachelors,Female,Married,0,215.4,12.2,Established
332,34,0,4941,3,2,8,5,10,0.5,4.7,Risk,Junior,PhD,Female,Married,1,145.32,3.8,New
333,28,1,7929,4,0,29,15,2,14.9,7.2,Compliance,Senior,Bachelors,Male,Single,0,283.18,9.0,New
334,57,27,7476,2,1,44,18,2,18.4,6.4,Investment Banking,Mid,Bachelors,Male,Married,0,131.16,11.2,Veteran
335,41,15,8675,4,2,3,18,3,20.7,9.8,Compliance,Mid,Bachelors,Male,Married,0,211.59,11.6,Veteran
336,22,28,6891,4,5,68,6,9,21.6,9.4,Operations,Junior,PhD,Non-binary,Divorced,0,313.23,5.6,Veteran
337,29,0,7605,3,14,22,2,3,16.7,4.8,Risk,Junior,Other,Female,Married,1,262.24,6.8,New
338,37,9,10478,2,9,15,17,2,6.7,7.5,Risk,Lead,Masters,Female,Single,0,283.19,13.8,Established
339,35,17,6689,2,12,21,4,2,28.3,8.5,Audit,Senior,Other,Female,Married,0,191.11,7.2,Veteran
340,33,25,3180,5,3,71,12,2,20.9,9.1,Risk,Junior,Other,Female,Married,0,96.36,8.4,Veteran
341,44,27,13248,4,4,47,19,2,7.1,1.6,Treasury,Junior,Bachelors,Male,Married,1,301.09,13.0,Veteran
342,36,7,12144,3,4,61,2,2,9.7,3.7,Audit,Mid,Bachelors,Female,Single,0,337.33,2.8,Established
343,49,20,4123,2,1,59,2,4,27.7,3.9,Investment Banking,Mid,PhD,Non-binary,Single,1,84.14,1.6,Veteran
344,55,27,10069,4,0,79,14,1,26.6,4.9,Treasury,Mid,PhD,Non-binary,Divorced,1,183.07,8.4,Veteran
345,23,10,6491,5,7,4,15,0,12.2,2.5,Audit,Junior,Masters,Male,Married,0,282.22,11.8,Established
346,53,22,8790,4,34,79,2,2,1.1,5.5,Finance,Senior,Other,Male,Divorced,1,165.85,14.8,Veteran
347,44,1,8882,4,1,6,4,7,1.5,7.0,Investment Banking,Lead,Other,Female,Divorced,0,201.86,2.8,New
348,43,7,7296,2,0,50,19,2,8.5,5.5,Audit,Senior,Masters,Male,Single,0,169.67,11.4,Established
349,46,26,5648,2,12,64,9,2,18.9,7.0,Finance,Junior,Bachelors,Male,Divorced,0,122.78,10.2,Veteran
350,43,21,5928,1,2,8,7,3,17.5,1.6,Audit,Lead,PhD,Male,Married,1,137.86,5.0,Veteran
351,43,7,5251,3,14,44,13,3,19.0,8.9,Finance,Senior,Masters,Non-binary,Divorced,0,122.12,13.4,Established
352,27,16,5504,2,9,46,12,2,21.5,9.5,Treasury,Junior,Other,Female,Single,0,203.85,10.8,Veteran
353,36,14,7798,3,23,66,3,4,0.6,6.6,Investment Banking,Senior,Masters,Male,Single,0,216.61,11.0,Veteran
354,58,16,5852,3,4,23,13,5,3.2,8.9,Investment Banking,Junior,Masters,Female,Single,0,100.9,9.4,Veteran
355,54,27,10046,5,8,9,15,4,10.8,2.2,Audit,Mid,Other,Female,Married,0,186.04,12.2,Veteran
356,29,22,12461,4,5,72,14,2,4.6,8.2,Operations,Senior,Other,Female,Divorced,0,429.69,10.4,Veteran
357,26,23,6259,4,7,76,9,5,2.3,2.1,Audit,Mid,PhD,Non-binary,Married,1,240.73,8.2,Veteran
358,60,12,8718,4,4,47,13,2,19.2,4.7,Finance,Mid,PhD,Female,Single,0,145.3,9.4,Veteran
359,25,18,9499,2,1,34,4,2,24.5,3.9,Investment Banking,Lead,Other,Female,Married,1,379.96,2.8,Veteran
360,27,4,9416,4,5,53,8,4,22.6,6.3,Compliance,Lead,PhD,Male,Single,0,348.74,6.8,Growing
361,53,11,8227,3,6,70,3,4,24.5,3.7,Treasury,Senior,PhD,Male,Married,1,155.23,4.2,Veteran
362,51,0,10228,4,13,15,2,2,20.0,6.7,Operations,Junior,PhD,Non-binary,Married,0,200.55,6.4,New
363,56,22,9446,3,10,52,19,6,22.1,4.3,Compliance,Lead,Other,Female,Divorced,0,168.68,15.4,Veteran
364,61,4,4287,5,8,39,8,3,8.2,8.7,Compliance,Lead,Bachelors,Non-binary,Divorced,0,70.28,8.0,Growing
365,37,7,10607,3,0,19,17,7,29.8,6.7,Treasury,Mid,Bachelors,Female,Single,0,286.68,10.2,Established
366,34,12,10661,3,10,68,13,1,5.5,2.9,Audit,Mid,PhD,Non-binary,Divorced,0,313.56,11.8,Veteran
367,51,7,5710,5,5,44,7,1,6.4,4.0,Risk,Junior,Bachelors,Female,Divorced,0,111.96,6.2,Established
368,40,24,8113,1,17,5,9,2,8.7,8.6,Operations,Lead,PhD,Male,Married,0,202.82,12.2,Veteran
369,38,22,10049,4,20,68,12,0,29.3,4.5,Audit,Lead,Bachelors,Non-binary,Single,0,264.45,15.2,Veteran
370,40,10,7372,4,0,48,14,4,29.6,5.8,Treasury,Junior,Bachelors,Male,Married,0,184.3,8.4,Established
371,49,0,11218,4,13,38,14,5,23.8,6.8,Risk,Lead,Masters,Female,Married,0,228.94,13.6,New
372,47,12,15091,5,0,1,15,2,18.9,4.1,Treasury,Senior,PhD,Non-binary,Divorced,1,321.09,9.0,Veteran
373,58,18,5642,5,3,38,3,1,15.6,3.6,Treasury,Senior,Bachelors,Male,Divorced,0,97.28,3.0,Veteran
374,47,23,3856,2,6,20,15,2,29.1,5.3,Compliance,Junior,Bachelors,Male,Single,0,82.04,11.4,Veteran
375,44,2,8911,4,1,39,19,9,20.9,2.9,Investment Banking,Mid,Masters,Male,Divorced,1,202.52,11.8,New
376,30,23,10164,4,10,53,14,3,28.3,3.6,Audit,Junior,Bachelors,Female,Married,0,338.8,12.4,Veteran
377,33,16,7307,4,0,11,8,2,9.5,1.6,Treasury,Senior,Masters,Non-binary,Divorced,0,221.42,4.8,Veteran
378,22,4,12359,2,1,36,5,6,10.0,3.7,Audit,Lead,Bachelors,Male,Single,1,561.77,3.4,Growing
379,22,19,3984,4,6,37,19,5,25.6,3.9,Risk,Lead,Masters,Female,Single,0,181.09,13.8,Veteran
380,55,20,10078,5,10,14,4,1,4.5,9.7,Compliance,Mid,Masters,Female,Married,0,183.24,6.4,Veteran
381,53,7,6182,5,19,6,14,1,28.4,6.3,Risk,Mid,Other,Female,Married,0,116.64,16.0,Established
382,46,25,13158,3,9,77,16,4,15.2,8.1,Risk,Senior,PhD,Non-binary,Divorced,0,286.04,13.2,Veteran
383,61,13,13977,1,8,49,6,0,27.8,1.4,Compliance,Mid,Other,Female,Single,1,229.13,6.8,Veteran
384,22,3,5700,3,4,64,6,1,10.1,2.0,Audit,Junior,PhD,Female,Married,1,259.09,5.2,Growing
385,37,10,6351,4,0,66,3,1,21.5,8.3,Risk,Senior,Bachelors,Non-binary,Divorced,0,171.65,1.8,Established
386,60,19,10578,4,1,43,15,2,14.5,6.6,Finance,Lead,PhD,Non-binary,Divorced,0,176.3,9.4,Veteran
387,26,14,6838,3,6,30,3,6,18.8,2.7,Audit,Lead,Other,Female,Divorced,1,263.0,4.2,Veteran
388,43,18,7863,2,8,42,11,2,15.1,4.6,Investment Banking,Lead,PhD,Female,Married,1,182.86,9.8,Veteran
389,50,6,8076,3,4,76,3,8,29.0,5.8,Investment Banking,Mid,Other,Male,Married,0,161.52,3.4,Established
390,24,18,2500,3,10,47,10,2,20.8,8.6,Treasury,Senior,PhD,Non-binary,Divorced,0,104.17,10.0,Veteran
391,33,27,7958,5,5,60,18,1,7.5,1.5,Compliance,Mid,Bachelors,Non-binary,Divorced,0,241.15,12.8,Veteran
392,47,18,5930,4,0,74,1,3,27.3,6.4,Investment Banking,Junior,Bachelors,Male,Married,0,126.17,0.6,Veteran
393,37,10,6520,3,1,9,16,2,8.8,7.5,Compliance,Senior,PhD,Female,Single,0,176.22,10.0,Established
394,58,25,12330,4,14,28,16,2,11.1,9.8,Audit,Mid,PhD,Female,Divorced,0,212.59,15.2,Veteran
395,43,4,4230,2,10,47,10,1,3.1,8.3,Finance,Lead,Bachelors,Female,Single,0,98.37,10.0,Growing
396,50,4,10439,5,18,61,1,4,27.0,3.5,Finance,Lead,PhD,Female,Single,0,208.78,7.8,Growing
397,35,29,7163,3,1,12,4,3,8.6,7.4,Finance,Junior,Masters,Male,Married,0,204.66,2.8,Veteran
398,49,21,7160,3,34,43,3,1,7.8,7.9,Finance,Junior,Bachelors,Non-binary,Married,0,146.12,15.4,Veteran
399,26,7,10371,3,1,46,5,2,27.6,7.6,Operations,Junior,Bachelors,Non-binary,Single,0,398.88,3.4,Established
400,51,9,9020,4,0,63,12,2,24.2,8.4,Compliance,Lead,Other,Female,Married,0,176.86,7.2,Established
401,26,5,9711,4,34,52,12,2,4.2,9.1,Risk,Mid,Other,Male,Single,1,373.5,20.8,Growing
402,33,14,10904,4,2,76,13,4,23.1,1.9,Compliance,Lead,Masters,Female,Single,1,330.42,8.6,Veteran
403,37,15,7006,3,8,75,12,8,27.4,1.9,Investment Banking,Lead,PhD,Female,Married,1,189.35,10.4,Veteran
404,47,27,6163,3,1,43,16,5,2.4,8.2,Compliance,Lead,Masters,Male,Married,0,131.13,10.0,Veteran
405,47,16,4744,2,6,27,13,2,24.8,3.3,Compliance,Mid,PhD,Male,Divorced,1,100.94,10.2,Veteran
406,42,7,5523,4,18,1,5,4,16.4,1.5,Finance,Lead,Other,Non-binary,Married,0,131.5,10.2,Established
407,60,7,16847,1,3,56,4,2,20.1,4.6,Finance,Junior,PhD,Non-binary,Divorced,1,280.78,3.6,Established
408,57,24,11734,4,8,56,15,3,14.8,8.4,Operations,Junior,Other,Female,Married,0,205.86,12.2,Veteran
409,54,8,3946,5,1,33,12,3,20.9,2.1,Audit,Junior,Bachelors,Female,Married,0,73.07,7.6,Established
410,51,1,4032,5,7,57,19,6,1.0,7.0,Compliance,Junior,Bachelors,Non-binary,Married,0,79.06,14.2,New
411,58,14,9445,3,3,51,19,7,22.9,1.0,Treasury,Lead,PhD,Male,Married,1,162.84,12.6,Veteran
412,44,17,9641,3,1,28,11,3,1.0,2.0,Audit,Lead,Other,Female,Single,1,219.11,7.0,Veteran
413,31,2,9646,2,3,34,6,3,13.7,4.2,Investment Banking,Lead,Masters,Female,Married,1,311.16,4.8,New
414,26,16,7235,4,1,74,9,2,4.5,1.8,Operations,Junior,Other,Male,Single,1,278.27,5.8,Veteran
415,57,3,7623,4,18,47,1,2,24.7,8.6,Investment Banking,Mid,Other,Female,Married,0,133.74,7.8,Growing
416,55,29,8983,3,4,32,12,1,9.4,8.8,Finance,Senior,Other,Male,Married,0,163.33,8.8,Veteran
417,52,3,8257,3,2,74,14,4,13.6,7.8,Investment Banking,Senior,Bachelors,Non-binary,Single,0,158.79,9.2,Growing
418,31,13,2500,4,4,72,6,3,12.9,3.2,Compliance,Senior,Other,Non-binary,Married,1,80.65,5.2,Veteran
419,40,8,7310,5,3,77,1,1,23.2,5.7,Finance,Mid,PhD,Non-binary,Divorced,0,182.75,1.8,Established
420,53,8,5445,3,10,8,2,4,14.4,2.7,Audit,Lead,Bachelors,Non-binary,Divorced,1,102.74,5.2,Established
421,22,24,8525,4,28,47,11,1,23.7,3.5,Risk,Senior,Bachelors,Non-binary,Married,1,387.5,17.8,Veteran
422,26,25,16955,3,4,66,3,5,2.2,5.6,Finance,Senior,Bachelors,Female,Divorced,0,652.12,3.4,Veteran
423,25,22,9102,2,15,35,10,4,5.7,7.6,Finance,Lead,Other,Non-binary,Divorced,0,364.08,12.0,Veteran
424,37,29,7059,5,6,70,6,3,16.5,1.9,Operations,Senior,Masters,Female,Divorced,0,190.78,6.0,Veteran
425,45,17,10765,4,1,43,6,5,28.4,3.7,Risk,Lead,Other,Female,Divorced,0,239.22,4.0,Veteran
426,37,9,9448,4,9,59,2,0,2.2,9.3,Audit,Senior,Other,Male,Single,0,255.35,4.8,Established
427,23,20,9260,1,5,62,10,1,1.3,4.9,Treasury,Lead,Masters,Female,Single,1,402.61,8.0,Veteran
428,49,3,9820,4,8,4,6,1,4.7,9.4,Treasury,Junior,Other,Female,Single,0,200.41,6.8,Growing
429,53,11,14169,3,17,75,17,4,19.2,9.9,Treasury,Mid,PhD,Non-binary,Divorced,0,267.34,17.0,Veteran
430,48,26,4607,3,4,39,14,2,12.0,5.7,Compliance,Senior,Masters,Non-binary,Divorced,0,95.98,10.0,Veteran
431,41,7,9420,4,18,18,5,6,24.8,3.6,Treasury,Lead,PhD,Male,Single,1,229.76,10.2,Established
432,45,1,5220,2,11,46,17,1,2.2,8.1,Compliance,Junior,PhD,Male,Divorced,1,116.0,14.6,New
433,33,21,9666,4,5,64,2,4,5.9,2.4,Audit,Lead,Bachelors,Female,Single,1,292.91,3.2,Veteran
434,56,12,5243,4,7,66,9,4,9.0,3.3,Audit,Senior,Bachelors,Male,Single,0,93.62,8.2,Veteran
435,54,20,6747,3,3,17,12,1,18.8,8.1,Finance,Senior,Masters,Non-binary,Single,0,124.94,8.4,Veteran
436,54,15,7114,3,32,49,19,2,20.6,4.9,Treasury,Senior,Other,Non-binary,Divorced,1,131.74,24.2,Veteran
437,58,27,10927,3,8,29,7,3,3.7,2.8,Operations,Senior,PhD,Non-binary,Single,0,188.4,7.4,Veteran
438,33,1,10755,2,0,65,9,8,28.3,6.9,Audit,Senior,Other,Female,Married,1,325.91,5.4,New
439,24,10,4262,4,3,4,16,0,10.2,7.6,Risk,Junior,PhD,Female,Single,0,177.58,10.8,Established
440,22,9,8164,4,7,41,11,1,21.4,2.1,Risk,Lead,Bachelors,Male,Single,0,371.09,9.4,Established
441,54,14,5871,1,0,4,12,3,15.7,3.5,Audit,Lead,Bachelors,Non-binary,Married,1,108.72,7.2,Veteran
442,61,16,4224,1,0,49,15,1,6.7,3.0,Finance,Senior,Bachelors,Female,Divorced,1,69.25,9.0,Veteran
443,31,7,7348,4,4,57,18,4,25.4,4.4,Investment Banking,Lead,Masters,Female,Single,0,237.03,12.4,Established
444,50,17,7074,4,3,78,19,4,24.5,7.9,Risk,Junior,PhD,Male,Married,0,141.48,12.6,Veteran
445,34,22,15280,3,4,7,16,0,11.9,7.4,Risk,Senior,Other,Non-binary,Divorced,0,449.41,11.2,Veteran
446,33,8,9298,3,2,30,15,1,17.7,7.0,Investment Banking,Mid,PhD,Non-binary,Married,0,281.76,9.8,Established
